DIA/MES/ANO HORA:MINUTO:SEGUNDO |  TENSÃO | CORRENTE 
11/9/2018/ 14:40:6 |249.15000|2.61037
11/9/2018/ 14:40:7 |249.36562|2.62612
11/9/2018/ 14:40:8 |251.20312|2.65612
11/9/2018/ 14:40:9 |250.35000|2.64900
11/9/2018/ 14:40:10 |249.57188|2.62537
11/9/2018/ 14:40:11 |249.56250|2.63737
11/9/2018/ 14:40:12 |250.59375|2.64937
11/9/2018/ 14:40:13 |251.00625|2.65275
11/9/2018/ 14:40:14 |250.28437|2.66325
11/9/2018/ 14:40:15 |248.50313|2.64375
11/9/2018/ 14:40:16 |249.05625|2.63512
11/9/2018/ 14:40:17 |248.16563|2.61150
11/9/2018/ 14:40:18 |243.02812|2.46112
11/9/2018/ 14:40:19 |235.29375|2.24250
11/9/2018/ 14:40:20 |230.97188|2.09138
11/9/2018/ 14:40:21 |231.30000|2.08312
11/9/2018/ 14:40:22 |231.71250|2.09100
11/9/2018/ 14:40:23 |225.99375|1.91025
11/9/2018/ 14:40:24 |220.28438|1.72950
11/9/2018/ 14:40:25 |216.66563|1.57575
11/9/2018/ 14:40:26 |210.99375|1.39312
11/9/2018/ 14:40:27 |206.80312|1.23937
11/9/2018/ 14:40:28 |203.41875|1.12613
11/9/2018/ 14:40:29 |203.14687|1.09163
11/9/2018/ 14:40:30 |203.24062|1.08750
11/9/2018/ 14:40:31 |202.76250|1.07625
11/9/2018/ 14:40:32 |201.99375|1.05000
11/9/2018/ 14:40:33 |201.45937|1.01438
11/9/2018/ 14:40:34 |200.29687|0.98887
11/9/2018/ 14:40:35 |199.34062|0.96000
11/9/2018/ 14:40:36 |198.91875|0.93450
11/9/2018/ 14:40:37 |198.95625|0.92850
11/9/2018/ 14:40:38 |198.80625|0.90600
11/9/2018/ 14:40:39 |198.50625|0.88650
11/9/2018/ 14:40:40 |197.92500|0.87562
11/9/2018/ 14:40:41 |197.67187|0.86063
11/9/2018/ 14:40:42 |199.08750|0.84225
11/9/2018/ 14:40:43 |198.64687|0.83550
11/9/2018/ 14:40:44 |197.75625|0.83288
11/9/2018/ 14:40:45 |197.52187|0.83025
11/9/2018/ 14:40:46 |197.87812|0.82200
11/9/2018/ 14:40:47 |197.99062|0.81075
11/9/2018/ 14:40:48 |198.00000|0.80850
11/9/2018/ 14:40:49 |197.67187|0.80175
11/9/2018/ 14:40:50 |197.68125|0.80363
11/9/2018/ 14:40:51 |197.17500|0.81000
11/9/2018/ 14:40:52 |197.34375|0.80325
11/9/2018/ 14:40:53 |197.05312|0.81263
11/9/2018/ 14:40:54 |197.54062|0.80363
11/9/2018/ 14:40:55 |197.16563|0.81188
11/9/2018/ 14:40:56 |197.17500|0.81750
11/9/2018/ 14:40:57 |197.58750|0.81713
11/9/2018/ 14:40:58 |197.27812|0.81525
11/9/2018/ 14:40:59 |196.72500|0.83550
11/9/2018/ 14:41:0 |197.70000|0.82650
11/9/2018/ 14:41:1 |198.72187|0.84262
11/9/2018/ 14:41:2 |199.15312|0.87863
11/9/2018/ 14:41:3 |199.08750|0.90563
11/9/2018/ 14:41:4 |198.93750|0.91988
11/9/2018/ 14:41:5 |198.91875|0.90188
11/9/2018/ 14:41:6 |197.42812|0.87713
11/9/2018/ 14:41:7 |198.00937|0.86175
11/9/2018/ 14:41:8 |197.80312|0.86100
11/9/2018/ 14:41:9 |197.25937|0.86700
11/9/2018/ 14:41:10 |197.97187|0.86963
11/9/2018/ 14:41:11 |198.01875|0.86288
11/9/2018/ 14:41:12 |198.34687|0.85125
11/9/2018/ 14:41:13 |199.10625|0.85200
11/9/2018/ 14:41:14 |198.25312|0.83437
11/9/2018/ 14:41:15 |198.35625|0.83250
11/9/2018/ 14:41:16 |198.32812|0.83513
11/9/2018/ 14:41:17 |197.96250|0.82800
11/9/2018/ 14:41:18 |197.55000|0.82613
11/9/2018/ 14:41:19 |197.45625|0.82275
11/9/2018/ 14:41:20 |197.59688|0.82012
11/9/2018/ 14:41:21 |197.67187|0.82313
11/9/2018/ 14:41:22 |197.95312|0.81375
11/9/2018/ 14:41:23 |197.13750|0.81225
11/9/2018/ 14:41:24 |197.28750|0.81900
11/9/2018/ 14:41:25 |197.61562|0.81263
11/9/2018/ 14:41:26 |197.13750|0.80925
11/9/2018/ 14:41:27 |196.96875|0.81600
11/9/2018/ 14:41:28 |197.68125|0.80663
11/9/2018/ 14:41:29 |197.49375|0.81188
11/9/2018/ 14:41:30 |197.62500|0.80888
11/9/2018/ 14:41:31 |197.35312|0.81975
11/9/2018/ 14:41:32 |198.24375|0.81825
11/9/2018/ 14:41:33 |196.93125|0.81413
11/9/2018/ 14:41:34 |197.24062|0.81600
11/9/2018/ 14:41:35 |197.25000|0.81075
11/9/2018/ 14:41:36 |197.99062|0.81037
11/9/2018/ 14:41:37 |196.62187|0.81488
11/9/2018/ 14:41:38 |197.31563|0.82200
11/9/2018/ 14:41:39 |197.25000|0.80925
11/9/2018/ 14:41:40 |197.13750|0.81263
11/9/2018/ 14:41:41 |197.25937|0.81263
11/9/2018/ 14:41:42 |196.71562|0.82238
11/9/2018/ 14:41:43 |197.00625|0.81488
11/9/2018/ 14:41:44 |197.12813|0.81525
11/9/2018/ 14:41:45 |197.03438|0.82238
11/9/2018/ 14:41:46 |197.21250|0.82500
11/9/2018/ 14:41:47 |197.57812|0.82500
11/9/2018/ 14:41:48 |197.31563|0.83175
11/9/2018/ 14:41:49 |197.85000|0.84413
11/9/2018/ 14:41:50 |197.54062|0.84525
11/9/2018/ 14:41:51 |197.92500|0.85725
11/9/2018/ 14:41:52 |198.95625|0.86063
11/9/2018/ 14:41:53 |198.96562|0.86737
11/9/2018/ 14:41:54 |199.18125|0.88350
11/9/2018/ 14:41:55 |199.25625|0.89363
11/9/2018/ 14:41:56 |199.62187|0.90788
11/9/2018/ 14:41:57 |200.00625|0.91387
11/9/2018/ 14:41:58 |199.47188|0.91725
11/9/2018/ 14:41:59 |199.85625|0.90600
11/9/2018/ 14:42:0 |199.76250|0.91500
11/9/2018/ 14:42:1 |199.90312|0.93150
11/9/2018/ 14:42:2 |200.07188|0.92925
11/9/2018/ 14:42:3 |199.93125|0.93712
11/9/2018/ 14:42:4 |199.98750|0.95175
11/9/2018/ 14:42:5 |199.65938|0.96975
11/9/2018/ 14:42:6 |200.92500|0.98813
11/9/2018/ 14:42:7 |200.00625|1.00275
11/9/2018/ 14:42:8 |201.71250|1.03875
11/9/2018/ 14:42:9 |204.13125|1.11712
11/9/2018/ 14:42:10 |207.17812|1.26038
11/9/2018/ 14:42:11 |211.40625|1.43663
11/9/2018/ 14:42:12 |216.73125|1.62450
11/9/2018/ 14:42:13 |219.99375|1.74788
11/9/2018/ 14:42:14 |220.13438|1.74563
11/9/2018/ 14:42:15 |219.40312|1.74450
11/9/2018/ 14:42:16 |221.88750|1.79363
11/9/2018/ 14:42:17 |223.52812|1.85775
11/9/2018/ 14:42:18 |224.38125|1.89188
11/9/2018/ 14:42:19 |225.50625|1.91512
11/9/2018/ 14:42:20 |226.48125|1.95075
11/9/2018/ 14:42:21 |228.35625|2.00737
11/9/2018/ 14:42:22 |230.12812|2.06625
11/9/2018/ 14:42:23 |234.11250|2.16675
11/9/2018/ 14:42:24 |238.47187|2.28300
11/9/2018/ 14:42:25 |240.23437|2.35200
11/9/2018/ 14:42:26 |240.99375|2.35012
11/9/2018/ 14:42:27 |239.35312|2.34187
11/9/2018/ 14:42:28 |240.37500|2.38612
11/9/2018/ 14:42:29 |244.31250|2.46562
11/9/2018/ 14:42:30 |244.38750|2.52488
11/9/2018/ 14:42:31 |247.06875|2.57662
11/9/2018/ 14:42:32 |248.51250|2.61225
11/9/2018/ 14:42:33 |250.36875|2.66588
11/9/2018/ 14:42:34 |250.62187|2.69887
11/9/2018/ 14:42:35 |251.41875|2.71238
11/9/2018/ 14:42:36 |252.28125|2.71012
11/9/2018/ 14:42:37 |251.39062|2.71050
11/9/2018/ 14:42:38 |252.71250|2.69625
11/9/2018/ 14:42:39 |252.54375|2.70150
11/9/2018/ 14:42:40 |251.85000|2.68987
11/9/2018/ 14:42:41 |252.00000|2.69025
11/9/2018/ 14:42:42 |251.49375|2.67787
11/9/2018/ 14:42:43 |250.50938|2.64562
11/9/2018/ 14:42:44 |250.08750|2.62987
11/9/2018/ 14:42:45 |248.70000|2.64150
11/9/2018/ 14:42:46 |250.53750|2.65837
11/9/2018/ 14:42:47 |249.54375|2.67675
11/9/2018/ 14:42:48 |250.58437|2.67450
11/9/2018/ 14:42:49 |251.51250|2.69212
11/9/2018/ 14:42:50 |251.22187|2.69175
11/9/2018/ 14:42:51 |251.45625|2.69250
11/9/2018/ 14:42:52 |250.82812|2.68425
11/9/2018/ 14:42:53 |250.30312|2.68125
11/9/2018/ 14:42:54 |249.35625|2.65012
11/9/2018/ 14:42:55 |248.13750|2.59650
11/9/2018/ 14:42:56 |245.58750|2.55300
11/9/2018/ 14:42:57 |245.99062|2.54700
11/9/2018/ 14:42:58 |246.62812|2.55450
11/9/2018/ 14:42:59 |247.79062|2.57512
11/9/2018/ 14:43:0 |249.90000|2.61187
11/9/2018/ 14:43:1 |249.40312|2.64300
11/9/2018/ 14:43:2 |251.08125|2.62912
11/9/2018/ 14:43:3 |250.35937|2.64750
11/9/2018/ 14:43:4 |250.23750|2.66588
11/9/2018/ 14:43:5 |250.51875|2.67487
11/9/2018/ 14:43:6 |250.98750|2.68537
11/9/2018/ 14:43:7 |250.89375|2.68275
11/9/2018/ 14:43:8 |249.79687|2.69137
11/9/2018/ 14:43:9 |251.17500|2.69100
11/9/2018/ 14:43:10 |251.78438|2.70075
11/9/2018/ 14:43:11 |249.83437|2.68200
11/9/2018/ 14:43:12 |251.25000|2.67600
11/9/2018/ 14:43:13 |251.92500|2.68462
11/9/2018/ 14:43:14 |251.09062|2.67787
11/9/2018/ 14:43:15 |251.73750|2.69100
11/9/2018/ 14:43:16 |250.97812|2.68312
11/9/2018/ 14:43:17 |252.26250|2.68275
11/9/2018/ 14:43:18 |252.42187|2.68087
11/9/2018/ 14:43:19 |251.53125|2.67300
11/9/2018/ 14:43:20 |252.71250|2.67787
11/9/2018/ 14:43:21 |251.28750|2.67225
11/9/2018/ 14:43:22 |250.29375|2.67600
11/9/2018/ 14:43:23 |251.25000|2.67450
11/9/2018/ 14:43:24 |250.29375|2.67975
11/9/2018/ 14:43:25 |250.55625|2.67412
11/9/2018/ 14:43:26 |251.01562|2.68575
11/9/2018/ 14:43:27 |250.86562|2.69400
11/9/2018/ 14:43:28 |250.71562|2.67825
11/9/2018/ 14:43:29 |250.88437|2.67825
11/9/2018/ 14:43:30 |250.37812|2.67075
11/9/2018/ 14:43:31 |252.21562|2.66812
11/9/2018/ 14:43:32 |251.18437|2.66137
11/9/2018/ 14:43:33 |251.19375|2.67000
11/9/2018/ 14:43:34 |251.00625|2.65950
11/9/2018/ 14:43:35 |251.08125|2.67975
11/9/2018/ 14:43:36 |251.64375|2.66737
11/9/2018/ 14:43:37 |251.54062|2.66737
11/9/2018/ 14:43:38 |251.50312|2.66325
11/9/2018/ 14:43:39 |252.01875|2.66212
11/9/2018/ 14:43:40 |251.87813|2.68087
11/9/2018/ 14:43:41 |251.48437|2.66625
11/9/2018/ 14:43:42 |250.92187|2.66100
11/9/2018/ 14:43:43 |252.45937|2.66175
11/9/2018/ 14:43:44 |250.37812|2.66625
11/9/2018/ 14:43:45 |251.10000|2.66137
11/9/2018/ 14:43:46 |249.44063|2.65800
11/9/2018/ 14:43:47 |251.44687|2.66287
11/9/2018/ 14:43:48 |251.01562|2.65612
11/9/2018/ 14:43:49 |250.80000|2.65462
11/9/2018/ 14:43:50 |249.57188|2.65837
11/9/2018/ 14:43:51 |250.80000|2.67187
11/9/2018/ 14:43:52 |250.21875|2.66962
11/9/2018/ 14:43:53 |250.41563|2.67037
11/9/2018/ 14:43:54 |250.92187|2.67075
11/9/2018/ 14:43:55 |250.64063|2.67937
11/9/2018/ 14:43:56 |250.94063|2.68837
11/9/2018/ 14:43:57 |251.73750|2.67675
11/9/2018/ 14:43:58 |250.80937|2.67787
11/9/2018/ 14:43:59 |250.65000|2.67600
11/9/2018/ 14:44:0 |252.60000|2.67675
11/9/2018/ 14:44:1 |252.14062|2.69962
11/9/2018/ 14:44:2 |252.52500|2.69212
11/9/2018/ 14:44:3 |251.72813|2.70412
11/9/2018/ 14:44:4 |252.50625|2.69625
11/9/2018/ 14:44:5 |249.99375|2.68275
11/9/2018/ 14:44:6 |248.76562|2.66175
11/9/2018/ 14:44:7 |247.37813|2.56200
11/9/2018/ 14:44:8 |241.39687|2.41575
11/9/2018/ 14:44:9 |234.74062|2.19487
11/9/2018/ 14:44:10 |228.72187|2.03512
11/9/2018/ 14:44:11 |226.26562|1.96988
11/9/2018/ 14:44:12 |224.78438|1.89225
11/9/2018/ 14:44:13 |223.39687|1.81800
11/9/2018/ 14:44:14 |221.65312|1.77075
11/9/2018/ 14:44:15 |222.68437|1.79213
11/9/2018/ 14:44:16 |226.41562|1.94512
11/9/2018/ 14:44:17 |229.73437|2.05312
11/9/2018/ 14:44:18 |231.51562|2.06850
11/9/2018/ 14:44:19 |232.31250|2.10150
11/9/2018/ 14:44:20 |232.43437|2.13900
11/9/2018/ 14:44:21 |233.27812|2.15550
11/9/2018/ 14:44:22 |232.56562|2.13450
11/9/2018/ 14:44:23 |231.32812|2.11275
11/9/2018/ 14:44:24 |232.03125|2.12512
11/9/2018/ 14:44:25 |229.28437|2.02612
11/9/2018/ 14:44:26 |223.78125|1.87275
11/9/2018/ 14:44:27 |220.63125|1.75537
11/9/2018/ 14:44:28 |217.76250|1.64288
11/9/2018/ 14:44:29 |212.62500|1.50038
11/9/2018/ 14:44:30 |209.27812|1.37025
11/9/2018/ 14:44:31 |206.21250|1.29450
11/9/2018/ 14:44:32 |206.04375|1.21050
11/9/2018/ 14:44:33 |203.07187|1.13213
11/9/2018/ 14:44:34 |200.88750|1.08488
11/9/2018/ 14:44:35 |201.97500|1.05937
11/9/2018/ 14:44:36 |201.88125|1.03200
11/9/2018/ 14:44:37 |201.81562|1.00838
11/9/2018/ 14:44:38 |201.17812|0.98813
11/9/2018/ 14:44:39 |200.20313|0.97650
11/9/2018/ 14:44:40 |201.00000|0.96225
11/9/2018/ 14:44:41 |200.06250|0.94612
11/9/2018/ 14:44:42 |200.01562|0.93750
11/9/2018/ 14:44:43 |199.80937|0.92138
11/9/2018/ 14:44:44 |199.87500|0.90900
11/9/2018/ 14:44:45 |199.89375|0.90225
11/9/2018/ 14:44:46 |199.35938|0.89250
11/9/2018/ 14:44:47 |199.03125|0.88275
11/9/2018/ 14:44:48 |198.75000|0.88087
11/9/2018/ 14:44:49 |197.63438|0.87263
11/9/2018/ 14:44:50 |199.32188|0.87150
11/9/2018/ 14:44:51 |197.98125|0.85762
11/9/2018/ 14:44:52 |198.50625|0.85800
11/9/2018/ 14:44:53 |197.94375|0.85312
11/9/2018/ 14:44:54 |199.08750|0.84862
11/9/2018/ 14:44:55 |197.81250|0.84450
11/9/2018/ 14:44:56 |197.61562|0.84638
11/9/2018/ 14:44:57 |197.52187|0.83662
11/9/2018/ 14:44:58 |197.60625|0.83850
11/9/2018/ 14:44:59 |198.98437|0.83288
11/9/2018/ 14:45:0 |197.89687|0.82800
11/9/2018/ 14:45:1 |197.64375|0.82725
11/9/2018/ 14:45:2 |197.48438|0.82763
11/9/2018/ 14:45:3 |198.27187|0.81713
11/9/2018/ 14:45:4 |198.28125|0.81675
11/9/2018/ 14:45:5 |198.08437|0.81037
11/9/2018/ 14:45:6 |198.05625|0.81825
11/9/2018/ 14:45:7 |199.39687|0.81488
11/9/2018/ 14:45:8 |198.21562|0.81375
11/9/2018/ 14:45:9 |197.93437|0.81413
11/9/2018/ 14:45:10 |198.04687|0.81000
11/9/2018/ 14:45:11 |197.56875|0.81450
11/9/2018/ 14:45:12 |196.80000|0.81225
11/9/2018/ 14:45:13 |197.07188|0.81000
11/9/2018/ 14:45:14 |197.52187|0.81075
11/9/2018/ 14:45:15 |197.48438|0.81225
11/9/2018/ 14:45:16 |197.04375|0.81450
11/9/2018/ 14:45:17 |198.01875|0.80963
11/9/2018/ 14:45:18 |198.11250|0.81300
11/9/2018/ 14:45:19 |198.76875|0.81037
11/9/2018/ 14:45:20 |198.13125|0.81750
11/9/2018/ 14:45:21 |198.30000|0.81375
11/9/2018/ 14:45:22 |196.88437|0.81338
11/9/2018/ 14:45:23 |198.41250|0.81037
11/9/2018/ 14:45:24 |197.82187|0.81713
11/9/2018/ 14:45:25 |197.85937|0.81863
11/9/2018/ 14:45:26 |197.70937|0.82088
11/9/2018/ 14:45:27 |197.86875|0.82837
11/9/2018/ 14:45:28 |197.82187|0.82313
11/9/2018/ 14:45:29 |198.00937|0.83025
11/9/2018/ 14:45:30 |198.20625|0.84075
11/9/2018/ 14:45:31 |198.73125|0.84713
11/9/2018/ 14:45:32 |197.77500|0.85088
11/9/2018/ 14:45:33 |198.58125|0.85575
11/9/2018/ 14:45:34 |198.32812|0.85988
11/9/2018/ 14:45:35 |198.13125|0.87113
11/9/2018/ 14:45:36 |198.25312|0.87000
11/9/2018/ 14:45:37 |198.76875|0.88275
11/9/2018/ 14:45:38 |198.24375|0.88650
11/9/2018/ 14:45:39 |199.29375|0.89588
11/9/2018/ 14:45:40 |199.55625|0.91163
11/9/2018/ 14:45:41 |199.95000|0.91463
11/9/2018/ 14:45:42 |199.88437|0.92400
11/9/2018/ 14:45:43 |199.72500|0.92700
11/9/2018/ 14:45:44 |200.32500|0.93037
11/9/2018/ 14:45:45 |200.27812|0.94125
11/9/2018/ 14:45:46 |200.59687|0.94913
11/9/2018/ 14:45:47 |201.26250|0.96300
11/9/2018/ 14:45:48 |200.01562|0.96713
11/9/2018/ 14:45:49 |201.53438|0.98963
11/9/2018/ 14:45:50 |202.20000|1.00200
11/9/2018/ 14:45:51 |202.10625|1.03875
11/9/2018/ 14:45:52 |202.54688|1.07288
11/9/2018/ 14:45:53 |203.51250|1.09387
11/9/2018/ 14:45:54 |203.41875|1.09500
11/9/2018/ 14:45:55 |202.38750|1.08525
11/9/2018/ 14:45:56 |202.79062|1.09013
11/9/2018/ 14:45:57 |202.85625|1.09950
11/9/2018/ 14:45:58 |203.09062|1.10775
11/9/2018/ 14:45:59 |204.20625|1.15725
11/9/2018/ 14:46:0 |206.83125|1.22513
11/9/2018/ 14:46:1 |206.96250|1.28062
11/9/2018/ 14:46:2 |208.17187|1.30313
11/9/2018/ 14:46:3 |206.76562|1.29488
11/9/2018/ 14:46:4 |206.21250|1.24012
11/9/2018/ 14:46:5 |205.44375|1.20300
11/9/2018/ 14:46:6 |206.65312|1.23000
11/9/2018/ 14:46:7 |208.20000|1.27725
11/9/2018/ 14:46:8 |210.46875|1.31025
11/9/2018/ 14:46:9 |206.75625|1.29525
11/9/2018/ 14:46:10 |207.04687|1.22362
11/9/2018/ 14:46:11 |205.95000|1.17788
11/9/2018/ 14:46:12 |205.69687|1.18313
11/9/2018/ 14:46:13 |205.55625|1.18500
11/9/2018/ 14:46:14 |205.05937|1.15312
11/9/2018/ 14:46:15 |200.70000|1.08038
11/9/2018/ 14:46:16 |202.03125|1.01212
11/9/2018/ 14:46:17 |201.61875|0.97950
11/9/2018/ 14:46:18 |201.18750|0.96750
11/9/2018/ 14:46:19 |200.15625|0.96225
11/9/2018/ 14:46:20 |200.55937|0.95550
11/9/2018/ 14:46:21 |200.37187|0.94763
11/9/2018/ 14:46:22 |199.82813|0.92775
11/9/2018/ 14:46:23 |199.57500|0.92475
11/9/2018/ 14:46:24 |199.30312|0.90300
11/9/2018/ 14:46:25 |199.46250|0.89775
11/9/2018/ 14:46:26 |198.99375|0.88950
11/9/2018/ 14:46:27 |199.23750|0.88163
11/9/2018/ 14:46:28 |199.28437|0.88163
11/9/2018/ 14:46:29 |198.84375|0.87225
11/9/2018/ 14:46:30 |198.87187|0.88200
11/9/2018/ 14:46:31 |198.99375|0.87637
11/9/2018/ 14:46:32 |198.49687|0.86925
11/9/2018/ 14:46:33 |199.05937|0.87450
11/9/2018/ 14:46:34 |199.22812|0.87713
11/9/2018/ 14:46:35 |199.01250|0.88238
11/9/2018/ 14:46:36 |198.64687|0.88387
11/9/2018/ 14:46:37 |198.93750|0.89250
11/9/2018/ 14:46:38 |199.36875|0.90150
11/9/2018/ 14:46:39 |199.08750|0.91875
11/9/2018/ 14:46:40 |199.49062|0.92737
11/9/2018/ 14:46:41 |199.25625|0.95175
11/9/2018/ 14:46:42 |200.52187|0.98100
11/9/2018/ 14:46:43 |201.34688|1.02563
11/9/2018/ 14:46:44 |204.51562|1.10813
11/9/2018/ 14:46:45 |206.97187|1.25063
11/9/2018/ 14:46:46 |210.69375|1.39388
11/9/2018/ 14:46:47 |212.66250|1.48950
11/9/2018/ 14:46:48 |214.25625|1.50788
11/9/2018/ 14:46:49 |214.65937|1.53788
11/9/2018/ 14:46:50 |218.40937|1.66088
11/9/2018/ 14:46:51 |224.18437|1.84987
11/9/2018/ 14:46:52 |228.04687|1.97738
11/9/2018/ 14:46:53 |229.82812|2.04300
11/9/2018/ 14:46:54 |230.77500|2.08425
11/9/2018/ 14:46:55 |232.93125|2.17012
11/9/2018/ 14:46:56 |235.71562|2.21325
11/9/2018/ 14:46:57 |234.75000|2.23125
11/9/2018/ 14:46:58 |235.99687|2.23837
11/9/2018/ 14:46:59 |233.66250|2.19337
11/9/2018/ 14:47:0 |229.56563|2.08312
11/9/2018/ 14:47:1 |222.43125|1.82175
11/9/2018/ 14:47:2 |213.04688|1.50263
11/9/2018/ 14:47:3 |205.20000|1.19738
11/9/2018/ 14:47:4 |200.98125|1.00687
11/9/2018/ 14:47:5 |199.04062|0.91650
11/9/2018/ 14:47:6 |198.61875|0.88087
11/9/2018/ 14:47:7 |197.47500|0.86513
11/9/2018/ 14:47:8 |197.73750|0.84525
11/9/2018/ 14:47:9 |197.75625|0.83625
11/9/2018/ 14:47:10 |197.85937|0.82425
11/9/2018/ 14:47:11 |197.66250|0.81375
11/9/2018/ 14:47:12 |197.38125|0.81000
11/9/2018/ 14:47:13 |197.23125|0.81150
11/9/2018/ 14:47:14 |197.63438|0.80850
11/9/2018/ 14:47:15 |197.07188|0.80512
11/9/2018/ 14:47:16 |196.20937|0.79763
11/9/2018/ 14:47:17 |197.08125|0.79500
11/9/2018/ 14:47:18 |197.18437|0.79275
11/9/2018/ 14:47:19 |196.44375|0.78938
11/9/2018/ 14:47:20 |195.48750|0.78600
11/9/2018/ 14:47:21 |195.47812|0.79350
11/9/2018/ 14:47:22 |196.64062|0.78788
11/9/2018/ 14:47:23 |197.30625|0.79988
11/9/2018/ 14:47:24 |197.10000|0.80137
11/9/2018/ 14:47:25 |196.96875|0.79163
11/9/2018/ 14:47:26 |196.89375|0.77175
11/9/2018/ 14:47:27 |196.16250|0.75525
11/9/2018/ 14:47:28 |195.96562|0.74775
11/9/2018/ 14:47:29 |195.87187|0.74438
11/9/2018/ 14:47:30 |195.88125|0.73800
11/9/2018/ 14:47:31 |195.04687|0.73500
11/9/2018/ 14:47:32 |194.61562|0.73088
11/9/2018/ 14:47:33 |195.67500|0.71962
11/9/2018/ 14:47:34 |194.16563|0.72862
11/9/2018/ 14:47:35 |194.32500|0.72375
11/9/2018/ 14:47:36 |195.15000|0.72113
11/9/2018/ 14:47:37 |195.22500|0.71813
11/9/2018/ 14:47:38 |194.79375|0.72713
11/9/2018/ 14:47:39 |194.52187|0.71625
11/9/2018/ 14:47:40 |194.25938|0.71962
11/9/2018/ 14:47:41 |194.45625|0.72150
11/9/2018/ 14:47:42 |195.10313|0.72375
11/9/2018/ 14:47:43 |194.16563|0.72113
11/9/2018/ 14:47:44 |194.28750|0.72825
11/9/2018/ 14:47:45 |194.81250|0.73313
11/9/2018/ 14:47:46 |195.00937|0.72750
11/9/2018/ 14:47:47 |194.50312|0.73050
11/9/2018/ 14:47:48 |195.10313|0.74287
11/9/2018/ 14:47:49 |195.39375|0.74475
11/9/2018/ 14:47:50 |195.23437|0.74813
11/9/2018/ 14:47:51 |195.25313|0.74887
11/9/2018/ 14:47:52 |195.57187|0.76163
11/9/2018/ 14:47:53 |197.70000|0.76950
11/9/2018/ 14:47:54 |195.94687|0.77775
11/9/2018/ 14:47:55 |196.11562|0.79763
11/9/2018/ 14:47:56 |197.75625|0.82238
11/9/2018/ 14:47:57 |199.55625|0.86063
11/9/2018/ 14:47:58 |199.48125|0.94500
11/9/2018/ 14:47:59 |203.17500|1.05750
11/9/2018/ 14:48:0 |204.38437|1.15088
11/9/2018/ 14:48:1 |206.13750|1.20600
11/9/2018/ 14:48:2 |206.65312|1.26900
11/9/2018/ 14:48:3 |211.95937|1.45875
11/9/2018/ 14:48:4 |219.26250|1.73100
11/9/2018/ 14:48:5 |226.56562|1.96463
11/9/2018/ 14:48:6 |231.74063|2.12175
11/9/2018/ 14:48:7 |232.91250|2.15325
11/9/2018/ 14:48:8 |231.94688|2.11425
11/9/2018/ 14:48:9 |230.44687|2.07262
11/9/2018/ 14:48:10 |229.46250|2.06212
11/9/2018/ 14:48:11 |231.64687|2.10262
11/9/2018/ 14:48:12 |234.83437|2.21025
11/9/2018/ 14:48:13 |238.77188|2.34900
11/9/2018/ 14:48:14 |242.02500|2.45100
11/9/2018/ 14:48:15 |243.19687|2.48250
11/9/2018/ 14:48:16 |243.20625|2.47800
11/9/2018/ 14:48:17 |243.15000|2.46600
11/9/2018/ 14:48:18 |242.28750|2.46037
11/9/2018/ 14:48:19 |242.68125|2.44612
11/9/2018/ 14:48:20 |242.55937|2.45512
11/9/2018/ 14:48:21 |244.37812|2.49337
11/9/2018/ 14:48:22 |245.72813|2.52037
11/9/2018/ 14:48:23 |245.39062|2.51550
11/9/2018/ 14:48:24 |244.70625|2.49000
11/9/2018/ 14:48:25 |243.16875|2.42625
11/9/2018/ 14:48:26 |240.43125|2.37075
11/9/2018/ 14:48:27 |239.04375|2.34862
11/9/2018/ 14:48:28 |239.98125|2.35012
11/9/2018/ 14:48:29 |237.97500|2.31150
11/9/2018/ 14:48:30 |236.12812|2.23725
11/9/2018/ 14:48:31 |234.67500|2.20350
11/9/2018/ 14:48:32 |235.46250|2.25000
11/9/2018/ 14:48:33 |240.92812|2.37937
11/9/2018/ 14:48:34 |242.50313|2.46975
11/9/2018/ 14:48:35 |242.01562|2.46525
11/9/2018/ 14:48:36 |240.89062|2.40487
11/9/2018/ 14:48:37 |237.62813|2.30362
11/9/2018/ 14:48:38 |234.72187|2.23238
11/9/2018/ 14:48:39 |235.25625|2.21775
11/9/2018/ 14:48:40 |236.30625|2.25337
11/9/2018/ 14:48:41 |236.58750|2.29012
11/9/2018/ 14:48:42 |238.30312|2.31225
11/9/2018/ 14:48:43 |239.50312|2.34637
11/9/2018/ 14:48:44 |241.20000|2.37975
11/9/2018/ 14:48:45 |241.05937|2.36700
11/9/2018/ 14:48:46 |240.74062|2.36587
11/9/2018/ 14:48:47 |240.21562|2.35575
11/9/2018/ 14:48:48 |239.68125|2.35875
11/9/2018/ 14:48:49 |242.10000|2.39850
11/9/2018/ 14:48:50 |242.35313|2.44575
11/9/2018/ 14:48:51 |242.00625|2.47725
11/9/2018/ 14:48:52 |246.02812|2.49975
11/9/2018/ 14:48:53 |244.81875|2.50350
11/9/2018/ 14:48:54 |244.55625|2.49375
11/9/2018/ 14:48:55 |244.77187|2.49937
11/9/2018/ 14:48:56 |244.12500|2.48512
11/9/2018/ 14:48:57 |244.31250|2.49450
11/9/2018/ 14:48:58 |244.18125|2.49862
11/9/2018/ 14:48:59 |243.46875|2.49637
11/9/2018/ 14:49:0 |244.01250|2.49412
11/9/2018/ 14:49:1 |243.99375|2.49450
