DIA/MES/ANO HORA:MINUTO:SEGUNDO |  TENSÃO | CORRENTE 
11/9/2018/ 1:34:19 |1.50937|0.01087
11/9/2018/ 1:34:20 |1.31250|0.01425
11/9/2018/ 1:34:21 |1.80937|0.01087
11/9/2018/ 1:34:22 |1.34062|0.01012
11/9/2018/ 1:34:23 |1.48125|0.01350
11/9/2018/ 1:34:24 |1.71562|0.00900
11/9/2018/ 1:34:25 |1.20000|0.01275
11/9/2018/ 1:34:26 |1.80937|0.01388
11/9/2018/ 1:34:27 |1.27500|0.01125
11/9/2018/ 1:34:28 |1.62187|0.01012
11/9/2018/ 1:34:29 |1.67813|0.01237
11/9/2018/ 1:34:30 |1.31250|0.01350
11/9/2018/ 1:34:31 |1.80000|0.01050
11/9/2018/ 1:34:32 |1.25625|0.01350
11/9/2018/ 1:34:33 |1.78125|0.01087
11/9/2018/ 1:34:34 |1.51875|0.01050
11/9/2018/ 1:34:35 |1.38750|0.01388
11/9/2018/ 1:34:36 |1.75313|0.01012
11/9/2018/ 1:34:37 |1.47188|0.01163
11/9/2018/ 1:34:38 |1.63125|0.01125
11/9/2018/ 1:34:39 |1.66875|0.00937
11/9/2018/ 1:34:40 |1.24687|0.01237
11/9/2018/ 1:34:41 |1.85625|0.01312
11/9/2018/ 1:34:42 |1.28438|0.01425
11/9/2018/ 1:34:43 |1.80937|0.01200
11/9/2018/ 1:34:44 |1.59375|0.01050
11/9/2018/ 1:34:45 |1.35938|0.01050
11/9/2018/ 1:34:46 |1.81875|0.01050
11/9/2018/ 1:34:47 |1.20000|0.01350
11/9/2018/ 1:34:48 |1.65000|0.01012
11/9/2018/ 1:34:49 |1.38750|0.01012
11/9/2018/ 1:34:50 |1.53750|0.01237
11/9/2018/ 1:34:51 |1.72500|0.01125
11/9/2018/ 1:34:52 |1.25625|0.01312
11/9/2018/ 1:34:53 |1.73437|0.01200
11/9/2018/ 1:34:54 |1.49063|0.01087
11/9/2018/ 1:34:55 |1.35938|0.01425
11/9/2018/ 1:34:56 |1.78125|0.01050
11/9/2018/ 1:34:57 |1.21875|0.01275
11/9/2018/ 1:34:58 |1.62187|0.01350
11/9/2018/ 1:34:59 |1.23750|0.01050
11/9/2018/ 1:35:0 |1.47188|0.01275
11/9/2018/ 1:35:1 |1.57500|0.00975
11/9/2018/ 1:35:2 |1.20938|0.01275
11/9/2018/ 1:35:3 |1.74375|0.01012
11/9/2018/ 1:35:4 |1.36875|0.01050
11/9/2018/ 1:35:5 |1.25625|0.01350
11/9/2018/ 1:35:6 |1.81875|0.01125
11/9/2018/ 1:35:7 |1.28438|0.01425
11/9/2018/ 1:35:8 |1.42500|0.01312
11/9/2018/ 1:35:9 |1.50937|0.01050
11/9/2018/ 1:35:10 |1.33125|0.01425
11/9/2018/ 1:35:11 |1.85625|0.01275
11/9/2018/ 1:35:12 |1.18125|0.01425
11/9/2018/ 1:35:13 |1.50937|0.01237
11/9/2018/ 1:35:14 |1.39688|0.01050
11/9/2018/ 1:35:15 |1.35000|0.01312
11/9/2018/ 1:35:16 |1.69687|0.01012
11/9/2018/ 1:35:17 |1.24687|0.01388
11/9/2018/ 1:35:18 |1.48125|0.01087
11/9/2018/ 1:35:19 |1.80937|0.01012
11/9/2018/ 1:35:20 |1.20938|0.01237
11/9/2018/ 1:35:21 |1.65938|0.01125
11/9/2018/ 1:35:22 |1.43437|0.00975
11/9/2018/ 1:35:23 |1.81875|0.01125
11/9/2018/ 1:35:24 |1.35000|0.01012
11/9/2018/ 1:35:25 |1.33125|0.01350
11/9/2018/ 1:35:26 |1.54687|0.01163
11/9/2018/ 1:35:27 |1.22812|0.01425
11/9/2018/ 1:35:28 |1.77188|0.01012
11/9/2018/ 1:35:29 |1.20000|0.01463
11/9/2018/ 1:35:30 |1.74375|0.01012
11/9/2018/ 1:35:31 |1.36875|0.01125
11/9/2018/ 1:35:32 |1.33125|0.01237
11/9/2018/ 1:35:33 |1.50000|0.01200
11/9/2018/ 1:35:34 |1.22812|0.01425
11/9/2018/ 1:35:35 |1.63125|0.01087
11/9/2018/ 1:35:36 |1.37813|0.00937
11/9/2018/ 1:35:37 |1.27500|0.00975
11/9/2018/ 1:35:38 |1.73437|0.00937
11/9/2018/ 1:35:39 |1.21875|0.01087
11/9/2018/ 1:35:40 |1.73437|0.01050
11/9/2018/ 1:35:41 |1.23750|0.01425
11/9/2018/ 1:35:42 |1.41562|0.01237
11/9/2018/ 1:35:43 |1.54687|0.01125
11/9/2018/ 1:35:44 |1.31250|0.01312
11/9/2018/ 1:35:45 |1.80000|0.01087
11/9/2018/ 1:35:46 |1.19063|0.01425
11/9/2018/ 1:35:47 |1.49063|0.01237
11/9/2018/ 1:35:48 |1.17188|0.01388
11/9/2018/ 1:35:49 |1.80937|0.01087
11/9/2018/ 1:35:50 |1.22812|0.01425
11/9/2018/ 1:35:51 |1.42500|0.01200
11/9/2018/ 1:35:52 |1.50000|0.01087
11/9/2018/ 1:35:53 |1.18125|0.01425
11/9/2018/ 1:35:54 |1.76250|0.01012
11/9/2018/ 1:35:55 |1.20000|0.01350
11/9/2018/ 1:35:56 |1.37813|0.01275
11/9/2018/ 1:35:57 |1.42500|0.01163
11/9/2018/ 1:35:58 |1.11563|0.01425
11/9/2018/ 1:35:59 |1.84688|0.01012
11/9/2018/ 1:36:0 |1.38750|0.00937
11/9/2018/ 1:36:1 |1.48125|0.01237
11/9/2018/ 1:36:2 |1.59375|0.00975
11/9/2018/ 1:36:3 |1.32187|0.01425
11/9/2018/ 1:36:4 |1.69687|0.01163
11/9/2018/ 1:36:5 |1.33125|0.01012
11/9/2018/ 1:36:6 |1.31250|0.01312
11/9/2018/ 1:36:7 |1.76250|0.01275
11/9/2018/ 1:36:8 |1.22812|0.01275
11/9/2018/ 1:36:9 |1.83750|0.01050
11/9/2018/ 1:36:10 |1.32187|0.01050
11/9/2018/ 1:36:11 |1.48125|0.01388
11/9/2018/ 1:36:12 |1.50937|0.01050
11/9/2018/ 1:36:13 |1.17188|0.01350
11/9/2018/ 1:36:14 |1.80937|0.00900
11/9/2018/ 1:36:15 |1.27500|0.00937
11/9/2018/ 1:36:16 |1.65938|0.01237
11/9/2018/ 1:36:17 |1.65000|0.00937
11/9/2018/ 1:36:18 |1.17188|0.01350
11/9/2018/ 1:36:19 |1.70625|0.01050
11/9/2018/ 1:36:20 |1.35000|0.00975
11/9/2018/ 1:36:21 |1.35938|0.01350
11/9/2018/ 1:36:22 |1.56563|0.01125
11/9/2018/ 1:36:23 |1.20000|0.01388
11/9/2018/ 1:36:24 |1.73437|0.01087
11/9/2018/ 1:36:25 |1.31250|0.01050
11/9/2018/ 1:36:26 |1.48125|0.01312
11/9/2018/ 1:36:27 |1.50000|0.01050
11/9/2018/ 1:36:28 |1.20000|0.01275
11/9/2018/ 1:36:29 |1.79062|0.01012
11/9/2018/ 1:36:30 |1.35938|0.01688
11/9/2018/ 1:36:31 |1.27500|0.01275
11/9/2018/ 1:36:32 |1.65938|0.00937
11/9/2018/ 1:36:33 |1.19063|0.01388
11/9/2018/ 1:36:34 |1.79062|0.01087
11/9/2018/ 1:36:35 |1.34062|0.01087
11/9/2018/ 1:36:36 |1.38750|0.01163
11/9/2018/ 1:36:37 |1.50000|0.01087
11/9/2018/ 1:36:38 |1.21875|0.01012
11/9/2018/ 1:36:39 |1.75313|0.00937
11/9/2018/ 1:36:40 |1.37813|0.01087
11/9/2018/ 1:36:41 |1.58438|0.01200
11/9/2018/ 1:36:42 |1.64062|0.00900
11/9/2018/ 1:36:43 |1.20938|0.01087
11/9/2018/ 1:36:44 |1.82812|0.00937
11/9/2018/ 1:36:45 |1.50937|0.01125
11/9/2018/ 1:36:46 |1.26563|0.01425
11/9/2018/ 1:36:47 |1.66875|0.00900
11/9/2018/ 1:36:48 |1.32187|0.01725
11/9/2018/ 1:36:49 |1.62187|0.01087
11/9/2018/ 1:36:50 |1.63125|0.01012
11/9/2018/ 1:36:51 |1.19063|0.01388
11/9/2018/ 1:36:52 |1.76250|0.01050
11/9/2018/ 1:36:53 |1.35000|0.01012
11/9/2018/ 1:36:54 |1.41562|0.01312
11/9/2018/ 1:36:55 |1.73437|0.01012
11/9/2018/ 1:36:56 |1.14375|0.01237
11/9/2018/ 1:36:57 |1.59375|0.01125
11/9/2018/ 1:36:58 |1.17188|0.00975
11/9/2018/ 1:36:59 |1.18125|0.01350
11/9/2018/ 1:37:0 |1.75313|0.01163
11/9/2018/ 1:37:1 |1.25625|0.01125
11/9/2018/ 1:37:2 |1.28438|0.01350
11/9/2018/ 1:37:3 |1.54687|0.00862
11/9/2018/ 1:37:4 |1.28438|0.01163
11/9/2018/ 1:37:5 |1.77188|0.01050
11/9/2018/ 1:37:6 |1.19063|0.01237
11/9/2018/ 1:37:7 |1.50000|0.01312
11/9/2018/ 1:37:8 |1.42500|0.01050
11/9/2018/ 1:37:9 |1.20000|0.01163
11/9/2018/ 1:37:10 |1.72500|0.00937
11/9/2018/ 1:37:11 |1.18125|0.01388
11/9/2018/ 1:37:12 |1.75313|0.01125
11/9/2018/ 1:37:13 |1.29375|0.00862
11/9/2018/ 1:37:14 |1.27500|0.01425
11/9/2018/ 1:37:15 |1.76250|0.01125
11/9/2018/ 1:37:16 |1.21875|0.01463
11/9/2018/ 1:37:17 |1.42500|0.01163
11/9/2018/ 1:37:18 |1.38750|0.01012
11/9/2018/ 1:37:19 |1.19063|0.01388
11/9/2018/ 1:37:20 |1.81875|0.01087
11/9/2018/ 1:37:21 |1.20000|0.01425
11/9/2018/ 1:37:22 |1.51875|0.01275
11/9/2018/ 1:37:23 |1.41562|0.01050
11/9/2018/ 1:37:24 |1.20000|0.01125
11/9/2018/ 1:37:25 |1.80000|0.00975
11/9/2018/ 1:37:26 |1.17188|0.01125
11/9/2018/ 1:37:27 |1.50937|0.01237
11/9/2018/ 1:37:28 |1.70625|0.00975
11/9/2018/ 1:37:29 |1.28438|0.01388
11/9/2018/ 1:37:30 |1.65000|0.01087
11/9/2018/ 1:37:31 |1.27500|0.00975
11/9/2018/ 1:37:32 |1.22812|0.01275
11/9/2018/ 1:37:33 |1.66875|0.00862
11/9/2018/ 1:37:34 |1.28438|0.01163
11/9/2018/ 1:37:35 |1.74375|0.01012
11/9/2018/ 1:37:36 |1.20000|0.01087
11/9/2018/ 1:37:37 |1.31250|0.01087
11/9/2018/ 1:37:38 |1.65000|0.01200
11/9/2018/ 1:37:39 |1.13437|0.01537
11/9/2018/ 1:37:40 |1.76250|0.01012
11/9/2018/ 1:37:41 |1.28438|0.01050
11/9/2018/ 1:37:42 |1.36875|0.01087
11/9/2018/ 1:37:43 |1.14375|0.01275
11/9/2018/ 1:37:44 |1.62187|0.01012
11/9/2018/ 1:37:45 |1.30313|0.01425
11/9/2018/ 1:37:46 |1.72500|0.01125
11/9/2018/ 1:37:47 |1.34062|0.00825
11/9/2018/ 1:37:48 |1.27500|0.01200
11/9/2018/ 1:37:49 |1.65000|0.01237
11/9/2018/ 1:37:50 |1.20000|0.01050
11/9/2018/ 1:37:51 |1.54687|0.01125
11/9/2018/ 1:37:52 |1.41562|0.00937
11/9/2018/ 1:37:53 |1.41562|0.01350
11/9/2018/ 1:37:54 |1.50937|0.01050
11/9/2018/ 1:37:55 |1.14375|0.01425
11/9/2018/ 1:37:56 |1.59375|0.01237
11/9/2018/ 1:37:57 |1.33125|0.01050
11/9/2018/ 1:37:58 |1.18125|0.01275
11/9/2018/ 1:37:59 |1.75313|0.00975
11/9/2018/ 1:38:0 |1.21875|0.01388
11/9/2018/ 1:38:1 |1.69687|0.01087
11/9/2018/ 1:38:2 |1.46250|0.01050
11/9/2018/ 1:38:3 |1.26563|0.01312
11/9/2018/ 1:38:4 |1.49063|0.01163
11/9/2018/ 1:38:5 |1.19063|0.01463
11/9/2018/ 1:38:6 |1.51875|0.01050
11/9/2018/ 1:38:7 |1.38750|0.01087
11/9/2018/ 1:38:8 |1.47188|0.01237
11/9/2018/ 1:38:9 |1.37813|0.01050
11/9/2018/ 1:38:10 |1.19063|0.01388
11/9/2018/ 1:38:11 |1.68750|0.01200
11/9/2018/ 1:38:12 |1.42500|0.01087
11/9/2018/ 1:38:13 |1.38750|0.01388
11/9/2018/ 1:38:14 |1.42500|0.01087
11/9/2018/ 1:38:15 |1.20000|0.01350
11/9/2018/ 1:38:16 |1.82812|0.00975
11/9/2018/ 1:38:17 |1.24687|0.01425
11/9/2018/ 1:38:18 |1.75313|0.01200
11/9/2018/ 1:38:19 |1.27500|0.01350
11/9/2018/ 1:38:20 |1.41562|0.01125
11/9/2018/ 1:38:21 |1.42500|0.01125
11/9/2018/ 1:38:22 |1.16250|0.01087
11/9/2018/ 1:38:23 |1.76250|0.01125
11/9/2018/ 1:38:24 |1.16250|0.01425
11/9/2018/ 1:38:25 |1.23750|0.01388
11/9/2018/ 1:38:26 |1.65938|0.01012
11/9/2018/ 1:38:27 |1.15312|0.01425
11/9/2018/ 1:38:28 |1.65938|0.01050
11/9/2018/ 1:38:29 |1.16250|0.01275
11/9/2018/ 1:38:30 |1.54687|0.01237
11/9/2018/ 1:38:31 |1.43437|0.01050
11/9/2018/ 1:38:32 |1.19063|0.01200
11/9/2018/ 1:38:33 |1.78125|0.01012
11/9/2018/ 1:38:34 |1.14375|0.01275
11/9/2018/ 1:38:35 |1.73437|0.01312
11/9/2018/ 1:38:36 |1.28438|0.00975
11/9/2018/ 1:38:37 |1.22812|0.01312
11/9/2018/ 1:38:38 |1.65000|0.01237
11/9/2018/ 1:38:39 |1.20000|0.01425
11/9/2018/ 1:38:40 |1.49063|0.01350
11/9/2018/ 1:38:41 |1.48125|0.01012
11/9/2018/ 1:38:42 |1.21875|0.01312
11/9/2018/ 1:38:43 |1.71562|0.00900
11/9/2018/ 1:38:44 |1.14375|0.01388
11/9/2018/ 1:38:45 |1.63125|0.01163
11/9/2018/ 1:38:46 |1.34062|0.01050
11/9/2018/ 1:38:47 |1.18125|0.01163
11/9/2018/ 1:38:48 |1.68750|0.00937
11/9/2018/ 1:38:49 |1.25625|0.01125
11/9/2018/ 1:38:50 |1.49063|0.01237
11/9/2018/ 1:38:51 |1.41562|0.01125
11/9/2018/ 1:38:52 |1.13437|0.01463
11/9/2018/ 1:38:53 |1.80937|0.01163
11/9/2018/ 1:38:54 |1.53750|0.01125
11/9/2018/ 1:38:55 |1.12500|0.01237
11/9/2018/ 1:38:56 |1.65938|0.01163
11/9/2018/ 1:38:57 |1.52812|0.00937
11/9/2018/ 1:38:58 |1.12500|0.01425
11/9/2018/ 1:38:59 |1.60312|0.01012
11/9/2018/ 1:39:0 |1.32187|0.01012
11/9/2018/ 1:39:1 |1.30313|0.01275
11/9/2018/ 1:39:2 |1.76250|0.01012
11/9/2018/ 1:39:3 |1.20000|0.01425
11/9/2018/ 1:39:4 |1.34062|0.01200
11/9/2018/ 1:39:5 |1.59375|0.01125
11/9/2018/ 1:39:6 |1.20000|0.01237
11/9/2018/ 1:39:7 |1.66875|0.01163
11/9/2018/ 1:39:8 |1.51875|0.01087
11/9/2018/ 1:39:9 |1.12500|0.01312
11/9/2018/ 1:39:10 |1.69687|0.01388
11/9/2018/ 1:39:11 |1.14375|0.01163
11/9/2018/ 1:39:12 |1.39688|0.01350
11/9/2018/ 1:39:13 |1.32187|0.01087
11/9/2018/ 1:39:14 |1.13437|0.01350
11/9/2018/ 1:39:15 |1.86563|0.00900
11/9/2018/ 1:39:16 |1.22812|0.00900
11/9/2018/ 1:39:17 |1.62187|0.00975
11/9/2018/ 1:39:18 |0.90938|0.00900
11/9/2018/ 1:39:19 |1.22812|0.01163
11/9/2018/ 1:39:20 |1.62187|0.00975
11/9/2018/ 1:39:21 |1.17188|0.01050
11/9/2018/ 1:39:22 |1.47188|0.01125
11/9/2018/ 1:39:23 |1.31250|0.01087
11/9/2018/ 1:39:24 |1.20938|0.01350
11/9/2018/ 1:39:25 |1.61250|0.00900
11/9/2018/ 1:39:26 |1.22812|0.01425
11/9/2018/ 1:39:27 |1.70625|0.01087
11/9/2018/ 1:39:28 |1.22812|0.01163
11/9/2018/ 1:39:29 |1.27500|0.01200
11/9/2018/ 1:39:30 |1.55625|0.00937
11/9/2018/ 1:39:31 |1.14375|0.01087
11/9/2018/ 1:39:32 |1.64062|0.01050
11/9/2018/ 1:39:33 |1.19063|0.00862
11/9/2018/ 1:39:34 |1.27500|0.01425
11/9/2018/ 1:39:35 |1.65938|0.00937
11/9/2018/ 1:39:36 |1.20000|0.01463
11/9/2018/ 1:39:37 |1.48125|0.01087
11/9/2018/ 1:39:38 |1.14375|0.01312
11/9/2018/ 1:39:39 |1.73437|0.01163
11/9/2018/ 1:39:40 |1.57500|0.01012
11/9/2018/ 1:39:41 |1.17188|0.01087
11/9/2018/ 1:39:42 |1.73437|0.01050
11/9/2018/ 1:39:43 |1.32187|0.01125
11/9/2018/ 1:39:44 |1.19063|0.01125
11/9/2018/ 1:39:45 |1.77188|0.00975
11/9/2018/ 1:39:46 |1.38750|0.01050
11/9/2018/ 1:39:47 |1.25625|0.01087
11/9/2018/ 1:39:48 |1.73437|0.01012
11/9/2018/ 1:39:49 |1.26563|0.01125
11/9/2018/ 1:39:50 |1.42500|0.01275
11/9/2018/ 1:39:51 |1.65938|0.01012
11/9/2018/ 1:39:52 |1.34062|0.01087
11/9/2018/ 1:39:53 |1.44375|0.00975
11/9/2018/ 1:39:54 |1.61250|0.00975
11/9/2018/ 1:39:55 |1.17188|0.01087
11/9/2018/ 1:39:56 |1.77188|0.00975
11/9/2018/ 1:39:57 |1.25625|0.01425
11/9/2018/ 1:39:58 |1.59375|0.01163
11/9/2018/ 1:39:59 |1.66875|0.01237
11/9/2018/ 1:40:0 |1.15312|0.01275
11/9/2018/ 1:40:1 |1.65938|0.01125
11/9/2018/ 1:40:2 |1.23750|0.00975
11/9/2018/ 1:40:3 |1.60312|0.01163
11/9/2018/ 1:40:4 |1.58438|0.00900
11/9/2018/ 1:40:5 |1.23750|0.01275
11/9/2018/ 1:40:6 |1.74375|0.01200
11/9/2018/ 1:40:7 |1.53750|0.01163
11/9/2018/ 1:40:8 |1.20000|0.01425
11/9/2018/ 1:40:9 |1.75313|0.01125
11/9/2018/ 1:40:10 |1.21875|0.01200
11/9/2018/ 1:40:11 |1.35000|0.01125
11/9/2018/ 1:40:12 |1.54687|0.01087
11/9/2018/ 1:40:13 |1.26563|0.01087
11/9/2018/ 1:40:14 |1.65000|0.01050
11/9/2018/ 1:40:15 |1.20000|0.01425
11/9/2018/ 1:40:16 |1.45312|0.01163
11/9/2018/ 1:40:17 |1.46250|0.01125
11/9/2018/ 1:40:18 |1.30313|0.01200
11/9/2018/ 1:40:19 |1.69687|0.01163
11/9/2018/ 1:40:20 |1.27500|0.01050
11/9/2018/ 1:40:21 |1.23750|0.01275
11/9/2018/ 1:40:22 |1.57500|0.00937
11/9/2018/ 1:40:23 |1.18125|0.01275
11/9/2018/ 1:40:24 |1.72500|0.01163
11/9/2018/ 1:40:25 |1.26563|0.01237
11/9/2018/ 1:40:26 |1.35000|0.01200
11/9/2018/ 1:40:27 |1.55625|0.01163
11/9/2018/ 1:40:28 |1.25625|0.01237
11/9/2018/ 1:40:29 |1.71562|0.01125
11/9/2018/ 1:40:30 |1.20000|0.01275
11/9/2018/ 1:40:31 |1.38750|0.01200
11/9/2018/ 1:40:32 |1.31250|0.01087
11/9/2018/ 1:40:33 |1.13437|0.01350
11/9/2018/ 1:40:34 |1.54687|0.01237
11/9/2018/ 1:40:35 |1.41562|0.01012
11/9/2018/ 1:40:36 |1.13437|0.01350
11/9/2018/ 1:40:37 |1.76250|0.00975
11/9/2018/ 1:40:38 |1.26563|0.01050
11/9/2018/ 1:40:39 |1.36875|0.01350
11/9/2018/ 1:40:40 |1.35000|0.01163
11/9/2018/ 1:40:41 |1.17188|0.01200
11/9/2018/ 1:40:42 |1.77188|0.01163
11/9/2018/ 1:40:43 |1.50000|0.01050
11/9/2018/ 1:40:44 |1.23750|0.01388
11/9/2018/ 1:40:45 |1.61250|0.00937
11/9/2018/ 1:40:46 |1.16250|0.01087
11/9/2018/ 1:40:47 |1.70625|0.01087
11/9/2018/ 1:40:48 |1.65000|0.01012
11/9/2018/ 1:40:49 |1.15312|0.01388
11/9/2018/ 1:40:50 |1.61250|0.01087
11/9/2018/ 1:40:51 |1.54687|0.01050
11/9/2018/ 1:40:52 |1.26563|0.01312
11/9/2018/ 1:40:53 |1.78125|0.00975
11/9/2018/ 1:40:54 |1.18125|0.01312
11/9/2018/ 1:40:55 |1.70625|0.01163
11/9/2018/ 1:40:56 |1.37813|0.01087
11/9/2018/ 1:40:57 |1.32187|0.01163
11/9/2018/ 1:40:58 |1.80937|0.01050
11/9/2018/ 1:40:59 |1.12500|0.01275
11/9/2018/ 1:41:0 |1.62187|0.01012
11/9/2018/ 1:41:1 |1.32187|0.01050
11/9/2018/ 1:41:2 |1.21875|0.01200
11/9/2018/ 1:41:3 |1.78125|0.01125
11/9/2018/ 1:41:4 |1.18125|0.01237
11/9/2018/ 1:41:5 |1.75313|0.01163
11/9/2018/ 1:41:6 |1.42500|0.01087
11/9/2018/ 1:41:7 |1.40625|0.01350
11/9/2018/ 1:41:8 |1.67813|0.00975
11/9/2018/ 1:41:9 |1.20938|0.01275
11/9/2018/ 1:41:10 |1.78125|0.01087
11/9/2018/ 1:41:11 |1.20000|0.01425
11/9/2018/ 1:41:12 |1.78125|0.01163
11/9/2018/ 1:41:13 |1.35938|0.01050
11/9/2018/ 1:41:14 |1.36875|0.01200
11/9/2018/ 1:41:15 |1.75313|0.00900
11/9/2018/ 1:41:16 |1.19063|0.01312
11/9/2018/ 1:41:17 |1.20938|0.01012
11/9/2018/ 1:41:18 |1.50937|0.01087
11/9/2018/ 1:41:19 |1.62187|0.00937
11/9/2018/ 1:41:20 |1.26563|0.01275
11/9/2018/ 1:41:21 |1.80937|0.01275
11/9/2018/ 1:41:22 |1.16250|0.01425
11/9/2018/ 1:41:23 |1.79062|0.01125
11/9/2018/ 1:41:24 |1.36875|0.00937
11/9/2018/ 1:41:25 |1.57500|0.01163
11/9/2018/ 1:41:26 |1.65000|0.01087
11/9/2018/ 1:41:27 |1.23750|0.01237
11/9/2018/ 1:41:28 |1.55625|0.01200
11/9/2018/ 1:41:29 |1.14375|0.01275
11/9/2018/ 1:41:30 |1.83750|0.00937
11/9/2018/ 1:41:31 |1.58438|0.01087
11/9/2018/ 1:41:32 |1.30313|0.00975
11/9/2018/ 1:41:33 |1.30313|0.01237
11/9/2018/ 1:41:34 |1.48125|0.01163
11/9/2018/ 1:41:35 |1.12500|0.01312
11/9/2018/ 1:41:36 |1.50000|0.00937
11/9/2018/ 1:41:37 |1.29375|0.01425
11/9/2018/ 1:41:38 |1.68750|0.01200
11/9/2018/ 1:41:39 |1.34062|0.01087
11/9/2018/ 1:41:40 |1.37813|0.01237
11/9/2018/ 1:41:41 |1.50937|0.01012
11/9/2018/ 1:41:42 |1.20000|0.01425
11/9/2018/ 1:41:43 |1.75313|0.01050
11/9/2018/ 1:41:44 |1.20000|0.01350
11/9/2018/ 1:41:45 |1.29375|0.01050
11/9/2018/ 1:41:46 |1.64062|0.00862
11/9/2018/ 1:41:47 |1.19063|0.01463
11/9/2018/ 1:41:48 |1.75313|0.01163
11/9/2018/ 1:41:49 |1.20938|0.01125
11/9/2018/ 1:41:50 |1.25625|0.01500
11/9/2018/ 1:41:51 |1.64062|0.00937
11/9/2018/ 1:41:52 |1.20938|0.01312
11/9/2018/ 1:41:53 |1.78125|0.01163
11/9/2018/ 1:41:54 |1.31250|0.01087
11/9/2018/ 1:41:55 |1.28438|0.01312
11/9/2018/ 1:41:56 |1.53750|0.00900
11/9/2018/ 1:41:57 |1.14375|0.01425
11/9/2018/ 1:41:58 |1.80000|0.01163
11/9/2018/ 1:41:59 |1.62187|0.01125
11/9/2018/ 1:42:0 |1.18125|0.01350
11/9/2018/ 1:42:1 |1.75313|0.01012
11/9/2018/ 1:42:2 |1.41562|0.01050
11/9/2018/ 1:42:3 |1.34062|0.01350
11/9/2018/ 1:42:4 |1.61250|0.01125
11/9/2018/ 1:42:5 |1.17188|0.01312
11/9/2018/ 1:42:6 |1.68750|0.01163
11/9/2018/ 1:42:7 |1.37813|0.01050
11/9/2018/ 1:42:8 |1.32187|0.01087
11/9/2018/ 1:42:9 |1.70625|0.01012
11/9/2018/ 1:42:10 |1.17188|0.01425
11/9/2018/ 1:42:11 |1.74375|0.01087
11/9/2018/ 1:42:12 |1.35000|0.01012
11/9/2018/ 1:42:13 |1.33125|0.01388
11/9/2018/ 1:42:14 |1.62187|0.00937
11/9/2018/ 1:42:15 |1.38750|0.01050
11/9/2018/ 1:42:16 |1.47188|0.01125
11/9/2018/ 1:42:17 |1.60312|0.00900
11/9/2018/ 1:42:18 |1.15312|0.01350
11/9/2018/ 1:42:19 |1.73437|0.00900
11/9/2018/ 1:42:20 |1.21875|0.01125
11/9/2018/ 1:42:21 |1.45312|0.01200
11/9/2018/ 1:42:22 |1.68750|0.00937
11/9/2018/ 1:42:23 |1.18125|0.01275
11/9/2018/ 1:42:24 |1.63125|0.01200
11/9/2018/ 1:42:25 |1.27500|0.01050
11/9/2018/ 1:42:26 |1.12500|0.01200
11/9/2018/ 1:42:27 |1.64062|0.00975
11/9/2018/ 1:42:28 |1.32187|0.01050
11/9/2018/ 1:42:29 |1.25625|0.01012
11/9/2018/ 1:42:30 |1.58438|0.00900
11/9/2018/ 1:42:31 |1.15312|0.01350
11/9/2018/ 1:42:32 |1.63125|0.01125
11/9/2018/ 1:42:33 |1.21875|0.00900
11/9/2018/ 1:42:34 |1.19063|0.01163
11/9/2018/ 1:42:35 |1.80000|0.00975
11/9/2018/ 1:42:36 |1.22812|0.00937
11/9/2018/ 1:42:37 |1.52812|0.01275
11/9/2018/ 1:42:38 |1.38750|0.01087
11/9/2018/ 1:42:39 |1.11563|0.01388
11/9/2018/ 1:42:40 |1.74375|0.01050
11/9/2018/ 1:42:41 |1.27500|0.00937
11/9/2018/ 1:42:42 |1.17188|0.01125
11/9/2018/ 1:42:43 |1.66875|0.01012
11/9/2018/ 1:42:44 |1.35938|0.01050
11/9/2018/ 1:42:45 |1.47188|0.01275
11/9/2018/ 1:42:46 |1.72500|0.00975
11/9/2018/ 1:42:47 |1.17188|0.01575
11/9/2018/ 1:42:48 |1.76250|0.00975
11/9/2018/ 1:42:49 |1.25625|0.00937
11/9/2018/ 1:42:50 |1.49063|0.01125
11/9/2018/ 1:42:51 |1.73437|0.00900
11/9/2018/ 1:42:52 |1.15312|0.01463
11/9/2018/ 1:42:53 |1.71562|0.00937
11/9/2018/ 1:42:54 |1.31250|0.01087
11/9/2018/ 1:42:55 |1.61250|0.01163
11/9/2018/ 1:42:56 |1.63125|0.01087
11/9/2018/ 1:42:57 |1.16250|0.01200
11/9/2018/ 1:42:58 |1.71562|0.01200
11/9/2018/ 1:42:59 |1.44375|0.01012
11/9/2018/ 1:43:0 |1.35938|0.01200
11/9/2018/ 1:43:1 |1.78125|0.01012
11/9/2018/ 1:43:2 |1.18125|0.01613
11/9/2018/ 1:43:3 |1.65000|0.01012
11/9/2018/ 1:43:4 |1.27500|0.01388
11/9/2018/ 1:43:5 |1.74375|0.01200
11/9/2018/ 1:43:6 |1.31250|0.01087
11/9/2018/ 1:43:7 |1.36875|0.01388
11/9/2018/ 1:43:8 |1.63125|0.00975
11/9/2018/ 1:43:9 |1.17188|0.01275
11/9/2018/ 1:43:10 |1.75313|0.00975
11/9/2018/ 1:43:11 |1.46250|0.01087
11/9/2018/ 1:43:12 |1.29375|0.01388
11/9/2018/ 1:43:13 |1.80937|0.01012
11/9/2018/ 1:43:14 |1.17188|0.01275
